item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
gemini_2.5_pro:abc388_d:158:bwd,-4.6326942,-3.2185988,4.6326942,0.9308017,-0.9485877,factor_2,gemini_2.5_pro:abc388_d:158:bwd,483,gemini_2.5_pro:abc388_d:158,abc388_d,gemini_2.5_pro,bwd,easy,B,5.060588,5.0596523,-13.135517,6.69832
gemini_2.5_flash:2808:2:bwd,-4.6346455,-3.22055,4.6346455,-2.5931246,-2.980673,factor_2,gemini_2.5_flash:2808:2:bwd,583,gemini_2.5_flash:2808:2,2808,gemini_2.5_flash,bwd,hard,B,10.943565,10.939041,-24.661072,18.21997
gemini_2.5_flash_lite:3413:75:fwd,-4.63746,-3.2233648,4.63746,0.7009791,1.1242757,factor_2,gemini_2.5_flash_lite:3413:75:fwd,1086,gemini_2.5_flash_lite:3413:75,3413,gemini_2.5_flash_lite,fwd,easy,A,2.556899,2.558594,-8.238209,1.7914796
gemini_2.5_pro:abc359_e:113:fwd,-4.644225,-3.2301297,4.644225,0.77280736,-0.7922345,factor_2,gemini_2.5_pro:abc359_e:113:fwd,438,gemini_2.5_pro:abc359_e:113,abc359_e,gemini_2.5_pro,fwd,easy,A,5.023769,5.0228615,-13.074938,6.614679
qwen3_235b:abc390_d:193:fwd,-4.6523933,-3.238298,4.6523933,0.74875903,3.639351,factor_2,qwen3_235b:abc390_d:193:fwd,1593,qwen3_235b:abc390_d:193,abc390_d,qwen3_235b,fwd,hard,A,1.6249294,1.6287332,-6.430615,-0.04598093
gemini_2.5_pro:abc381_d:147:fwd,-4.656126,-3.2420306,4.656126,1.8802303,0.03604681,factor_1,gemini_2.5_pro:abc381_d:147:fwd,472,gemini_2.5_pro:abc381_d:147,abc381_d,gemini_2.5_pro,fwd,easy,A,2.4274883,2.4293997,-8.0036545,1.5195928
claude_3.7_sonnet:2878:191:fwd,-4.6578975,-3.243802,4.6578975,0.6981906,1.1311861,factor_2,claude_3.7_sonnet:2878:191:fwd,191,claude_3.7_sonnet:2878:191,2878,claude_3.7_sonnet,fwd,easy,A,2.572512,2.5741816,-8.289198,1.8015938
claude_4_sonnet:3677:99:bwd,-4.658329,-3.2442336,4.658329,-2.6955235,-1.0302814,factor_1,claude_4_sonnet:3677:99:bwd,1917,claude_4_sonnet:3677:99,3677,claude_4_sonnet,bwd,hard,B,8.996447,8.992995,-20.870504,14.382036
gemini_2.5_flash_lite:arc185_b:383:bwd,-4.6648884,-3.250793,4.6648884,-2.9717245,-1.3280859,factor_1,gemini_2.5_flash_lite:arc185_b:383:bwd,1394,gemini_2.5_flash_lite:arc185_b:383,arc185_b,gemini_2.5_flash_lite,bwd,medium,B,9.430733,9.427037,-21.727787,15.2262
gemini_2.5_flash:abc397_g:284:fwd,-4.672922,-3.2588267,4.672922,4.7303033,4.8782153,factor_2,gemini_2.5_flash:abc397_g:284:fwd,865,gemini_2.5_flash:abc397_g:284,abc397_g,gemini_2.5_flash,fwd,easy,A,5.975881,5.9742846,-14.968426,8.450771
gemini_2.5_flash_lite:2876:13:bwd,-4.6766043,-3.2625089,4.6766043,-2.3906322,-1.6685119,factor_1,gemini_2.5_flash_lite:2876:13:bwd,1024,gemini_2.5_flash_lite:2876:13,2876,gemini_2.5_flash_lite,bwd,easy,B,9.196397,9.192833,-21.280462,14.7554455
gemini_2.5_flash_lite:abc388_g:353:bwd,-4.6782894,-3.264194,4.6782894,0.8807987,-0.89999795,factor_2,gemini_2.5_flash_lite:abc388_g:353:bwd,1364,gemini_2.5_flash_lite:abc388_g:353,abc388_g,gemini_2.5_flash_lite,bwd,medium,B,5.1582146,5.1572046,-13.372314,6.843927
claude_4_sonnet:abc308_e:138:fwd,-4.6826425,-3.268547,4.6826425,0.7083914,1.1329011,factor_2,claude_4_sonnet:abc308_e:138:fwd,1956,claude_4_sonnet:abc308_e:138,abc308_e,claude_4_sonnet,fwd,easy,A,2.5917766,2.5934157,-8.351643,1.814548
gemini_2.5_pro:3639:44:fwd,-4.692675,-3.2785797,4.692675,0.85158956,-0.86370695,factor_2,gemini_2.5_pro:3639:44:fwd,369,gemini_2.5_pro:3639:44,3639,gemini_2.5_pro,fwd,easy,A,5.1812496,5.1802225,-13.431816,6.8746567
claude_3.7_sonnet:3600:239:fwd,-4.692982,-3.2788868,4.692982,4.6118083,0.9614407,factor_1,claude_3.7_sonnet:3600:239:fwd,239,claude_3.7_sonnet:3600:239,3600,claude_3.7_sonnet,fwd,easy,A,1.780314,1.7836453,-6.774832,0.21705794
qwen3_235b:abc373_f:159:bwd,-4.6948524,-3.280757,4.6948524,-3.1866772,-3.4802935,factor_2,qwen3_235b:abc373_f:159:bwd,1559,qwen3_235b:abc373_f:159,abc373_f,qwen3_235b,bwd,hard,B,12.485106,12.479765,-27.741096,21.179585
claude_4_sonnet:abc329_d:167:bwd,-4.695142,-3.2810464,4.695142,-0.90462494,-1.4931821,factor_2,claude_4_sonnet:abc329_d:167:bwd,1985,claude_4_sonnet:abc329_d:167,abc329_d,claude_4_sonnet,bwd,easy,B,1.6839123,1.6875281,-6.5886016,0.026508808
claude_4_sonnet:3455:63:bwd,-4.7042894,-3.290194,4.7042894,0.837046,-0.85200876,factor_2,claude_4_sonnet:3455:63:bwd,1881,claude_4_sonnet:3455:63,3455,claude_4_sonnet,bwd,medium,B,5.2052956,5.2042503,-13.490524,6.9101367
qwen3_235b:2882:7:fwd,-4.705065,-3.2909694,4.705065,0.92142093,-0.9403055,factor_2,qwen3_235b:2882:7:fwd,1407,qwen3_235b:2882:7,2882,qwen3_235b,fwd,easy,A,5.2404985,5.239427,-13.560247,6.978308
qwen3_235b:3744:88:bwd,-4.709508,-3.2954125,4.709508,-3.4667008,1.0750136,factor_1,qwen3_235b:3744:88:bwd,1488,qwen3_235b:3744:88,3744,qwen3_235b,bwd,medium,B,5.13149,5.1305003,-13.351192,6.760368
gemini_2.5_flash:abc359_d:204:bwd,-4.719424,-3.3053284,4.719424,-3.0879197,-2.2890377,factor_1,gemini_2.5_flash:abc359_d:204:bwd,785,gemini_2.5_flash:abc359_d:204,abc359_d,gemini_2.5_flash,bwd,hard,B,10.945429,10.940904,-24.7495,18.138844
qwen3_235b:abc304_a:111:fwd,-4.7225313,-3.308436,4.7225313,0.66255015,1.1668608,factor_2,qwen3_235b:abc304_a:111:fwd,1511,qwen3_235b:abc304_a:111,abc304_a,qwen3_235b,fwd,medium,A,2.6203415,2.6219358,-8.44743,1.8305583
claude_4_sonnet:abc342_e:186:bwd,-4.7253165,-3.3112211,4.7253165,0.79418737,-0.8165909,factor_2,claude_4_sonnet:abc342_e:186:bwd,2004,claude_4_sonnet:abc342_e:186,abc342_e,claude_4_sonnet,bwd,hard,B,5.2399416,5.23887,-13.579407,6.9569645
gemini_2.5_pro:3454:20:bwd,-4.728464,-3.3143687,4.728464,-3.0230281,-1.050586,factor_1,gemini_2.5_pro:3454:20:bwd,345,gemini_2.5_pro:3454:20,3454,gemini_2.5_pro,bwd,easy,B,9.31907,9.315436,-21.572624,14.943886
gemini_2.5_flash:3552:68:fwd,-4.732942,-3.3188467,4.732942,1.9629519,0.011120212,factor_1,gemini_2.5_flash:3552:68:fwd,649,gemini_2.5_flash:3552:68,3552,gemini_2.5_flash,fwd,easy,A,2.4908721,2.4926753,-8.204491,1.5667968
claude_3.7_sonnet:abc326_e:112:bwd,-4.7356358,-3.3215404,4.7356358,-0.91210246,-1.5122907,factor_2,claude_3.7_sonnet:abc326_e:112:bwd,112,claude_3.7_sonnet:abc326_e:112,abc326_e,claude_3.7_sonnet,bwd,easy,B,1.6923645,1.6959542,-6.645611,0.0025298595
qwen3_235b:3106:15:fwd,-4.7384787,-3.3243833,4.7384787,0.773866,-0.79312474,factor_2,qwen3_235b:3106:15:fwd,1415,qwen3_235b:3106:15,3106,qwen3_235b,fwd,easy,A,5.2622495,5.2611613,-13.636259,6.987493
gemini_2.5_pro:3329:211:fwd,-4.7395215,-3.325426,4.7395215,8.22465,-2.1802516,factor_1,gemini_2.5_pro:3329:211:fwd,536,gemini_2.5_pro:3329:211,3329,gemini_2.5_pro,fwd,medium,A,6.928064,6.9258437,-16.90008,10.249228
claude_4_opus:abc375_e:159:bwd,-4.7404375,-3.326342,4.7404375,-2.7950914,-1.0475808,factor_1,claude_4_opus:abc375_e:159:bwd,1777,claude_4_opus:abc375_e:159,abc375_e,claude_4_opus,bwd,hard,B,9.3931265,9.389452,-21.729668,15.076984
gemini_2.5_pro:3192:3:bwd,-4.744152,-3.3300567,4.744152,-3.1019397,-1.4597327,factor_1,gemini_2.5_pro:3192:3:bwd,328,gemini_2.5_pro:3192:3,3192,gemini_2.5_pro,bwd,hard,B,9.926173,9.922202,-22.777575,16.11746
gemini_2.5_flash:3024:16:bwd,-4.745908,-3.3318124,4.745908,-2.5662763,-1.4998608,factor_1,gemini_2.5_flash:3024:16:bwd,597,gemini_2.5_flash:3024:16,3024,gemini_2.5_flash,bwd,hard,B,9.791862,9.787965,-22.516224,15.8526
claude_4_opus:3759:74:bwd,-4.7488146,-3.3347192,4.7488146,-0.19634815,-4.558695,factor_2,claude_4_opus:3759:74:bwd,1692,claude_4_opus:3759:74,3759,claude_4_opus,bwd,easy,B,8.52971,8.5265255,-20.04671,13.377272
claude_4_sonnet:abc343_d:187:fwd,-4.75045,-3.3363547,4.75045,0.717739,1.1461731,factor_2,claude_4_sonnet:abc343_d:187:fwd,2005,claude_4_sonnet:abc343_d:187,abc343_d,claude_4_sonnet,fwd,easy,A,2.6450157,2.6465716,-8.523636,1.8509259
claude_4_sonnet:3750:113:fwd,-4.7518973,-3.337802,4.7518973,1.9475901,0.023975799,factor_1,claude_4_sonnet:3750:113:fwd,1931,claude_4_sonnet:3750:113,3750,claude_4_sonnet,fwd,easy,A,2.49885,2.50064,-8.239056,1.5634522
gemini_2.5_flash:2952:14:bwd,-4.7519593,-3.337864,4.7519593,-3.1686215,-1.8412381,factor_1,gemini_2.5_flash:2952:14:bwd,595,gemini_2.5_flash:2952:14,2952,gemini_2.5_flash,bwd,hard,B,10.454639,10.450379,-23.820608,17.14488
gemini_2.5_flash:abc346_d:187:bwd,-4.753657,-3.3395615,4.753657,-0.10000788,-5.176471,factor_2,gemini_2.5_flash:abc346_d:187:bwd,768,gemini_2.5_flash:abc346_d:187,abc346_d,gemini_2.5_flash,bwd,easy,B,11.241277,11.236592,-25.363283,18.68416
claude_3.7_sonnet:3416:45:bwd,-4.7601843,-3.346089,4.7601843,1.7817556,-4.311396,factor_2,claude_3.7_sonnet:3416:45:bwd,45,claude_3.7_sonnet:3416:45,3416,claude_3.7_sonnet,bwd,easy,B,6.887696,6.885501,-16.841671,10.149492
gemini_2.5_flash:abc389_e:267:fwd,-4.7685547,-3.3544593,4.7685547,0.6960759,1.1628174,factor_2,gemini_2.5_flash:abc389_e:267:fwd,848,gemini_2.5_flash:abc389_e:267,abc389_e,gemini_2.5_flash,fwd,medium,A,2.6588244,2.6603591,-8.568764,1.8598447
gemini_2.5_flash_lite:3243:48:bwd,-4.770665,-3.3565698,4.770665,1.7641171,-4.233653,factor_2,gemini_2.5_flash_lite:3243:48:bwd,1059,gemini_2.5_flash_lite:3243:48,3243,gemini_2.5_flash_lite,bwd,medium,B,6.726314,6.7242217,-16.536045,9.822905
claude_3.7_sonnet:3213:24:fwd,-4.7715154,-3.35742,4.7715154,9.396706,-3.0779064,factor_1,claude_3.7_sonnet:3213:24:fwd,24,claude_3.7_sonnet:3213:24,3213,claude_3.7_sonnet,fwd,easy,A,10.685293,10.680908,-24.292,17.57716
gemini_2.5_pro:abc349_d:102:fwd,-4.7886696,-3.3745742,4.7886696,0.97457963,-0.994554,factor_2,gemini_2.5_pro:abc349_d:102:fwd,427,gemini_2.5_pro:abc349_d:102,abc349_d,gemini_2.5_pro,fwd,easy,A,5.4754343,5.47419,-14.103987,7.354839
claude_4_sonnet:arc184_e:271:bwd,-4.7959332,-3.3818378,4.7959332,-0.28891152,-4.013383,factor_2,claude_4_sonnet:arc184_e:271:bwd,2089,claude_4_sonnet:arc184_e:271,arc184_e,claude_4_sonnet,bwd,medium,B,6.591286,6.5892806,-16.29683,9.533153
gemini_2.5_flash:abc377_g:235:fwd,-4.808669,-3.3945737,4.808669,0.7735017,3.8169708,factor_2,gemini_2.5_flash:abc377_g:235:fwd,816,gemini_2.5_flash:abc377_g:235,abc377_g,gemini_2.5_flash,fwd,medium,A,1.6574845,1.6611832,-6.6504927,-0.13865447
gemini_2.5_flash:arc196_b:301:fwd,-4.810327,-3.3962317,4.810327,4.938087,5.021382,factor_2,gemini_2.5_flash:arc196_b:301:fwd,882,gemini_2.5_flash:arc196_b:301,arc196_b,gemini_2.5_flash,fwd,hard,A,6.4936957,6.491754,-16.12007,9.327606
claude_3.7_sonnet:abc313_a:101:fwd,-4.8105087,-3.3964133,4.8105087,0.67793417,1.1835014,factor_2,claude_3.7_sonnet:abc313_a:101:fwd,101,claude_3.7_sonnet:abc313_a:101,abc313_a,claude_3.7_sonnet,fwd,easy,A,2.6908514,2.6923378,-8.673395,1.880569
gemini_2.5_flash:abc338_a:177:fwd,-4.8123393,-3.398244,4.8123393,0.7203343,1.1620978,factor_2,gemini_2.5_flash:abc338_a:177:fwd,758,gemini_2.5_flash:abc338_a:177,abc338_a,gemini_2.5_flash,fwd,medium,A,2.6947076,2.6961882,-8.682774,1.8862853
gemini_2.5_flash_lite:3629:124:bwd,-4.816345,-3.4022498,4.816345,-0.21512148,-4.5077424,factor_2,gemini_2.5_flash_lite:3629:124:bwd,1135,gemini_2.5_flash_lite:3629:124,3629,gemini_2.5_flash_lite,bwd,hard,B,8.393328,8.390223,-19.847086,13.042585
claude_4_sonnet:3485:69:bwd,-4.831152,-3.4170566,4.831152,-3.6303484,1.1144955,factor_1,claude_4_sonnet:3485:69:bwd,1887,claude_4_sonnet:3485:69,3485,claude_4_sonnet,bwd,easy,B,5.4863315,5.4850793,-14.167812,7.3336987
gemini_2.5_pro:abc386_d:243:fwd,-4.8345704,-3.420475,4.8345704,1.9383614,0.0466288,factor_1,gemini_2.5_pro:abc386_d:243:fwd,568,gemini_2.5_pro:abc386_d:243,abc386_d,gemini_2.5_pro,fwd,easy,A,2.5439792,2.5456948,-8.410037,1.569087
claude_4_sonnet:3616:86:bwd,-4.8384595,-3.424364,4.8384595,-3.4118245,1.0828825,factor_1,claude_4_sonnet:3616:86:bwd,1904,claude_4_sonnet:3616:86,3616,claude_4_sonnet,bwd,hard,B,5.2669363,5.265845,-13.74542,6.8966923
gemini_2.5_pro:3686:52:fwd,-4.83891,-3.4248147,4.83891,4.4151764,5.433433,factor_2,gemini_2.5_pro:3686:52:fwd,377,gemini_2.5_pro:3686:52,3686,gemini_2.5_pro,fwd,medium,A,6.0693545,6.067694,-15.317495,8.467867
qwen3_235b:3759:92:bwd,-4.842828,-3.4287324,4.842828,-3.4329216,1.0869697,factor_1,qwen3_235b:3759:92:bwd,1492,qwen3_235b:3759:92,3759,qwen3_235b,bwd,medium,B,5.3023415,5.3012238,-13.819132,6.9616666
gemini_2.5_pro:3700:58:bwd,-4.8445773,-3.430482,4.8445773,-2.7885592,-2.7956116,factor_2,gemini_2.5_pro:3700:58:bwd,383,gemini_2.5_pro:3700:58,3700,gemini_2.5_pro,bwd,hard,B,12.165449,12.1602745,-27.264622,20.403656
claude_4_opus:abc328_e:120:fwd,-4.846321,-3.4322257,4.846321,0.8988591,-0.9185013,factor_2,claude_4_opus:abc328_e:120:fwd,1738,claude_4_opus:abc328_e:120,abc328_e,claude_4_opus,fwd,easy,A,5.608897,5.607557,-14.423037,7.5585856
gemini_2.5_flash_lite:abc351_c:259:fwd,-4.847166,-3.4330707,4.847166,0.6969431,-0.71319515,factor_2,gemini_2.5_flash_lite:abc351_c:259:fwd,1270,gemini_2.5_flash_lite:abc351_c:259,abc351_c,gemini_2.5_flash_lite,fwd,medium,A,5.519783,5.5185065,-14.249344,7.383202
claude_4_opus:abc343_d:133:bwd,-4.848497,-3.4344015,4.848497,-0.28516942,-4.162171,factor_2,claude_4_opus:abc343_d:133:bwd,1751,claude_4_opus:abc343_d:133,abc343_d,claude_4_opus,bwd,easy,B,7.124053,7.12171,-17.392952,10.52415
claude_3.7_sonnet:3230:207:fwd,-4.852329,-3.4382334,4.852329,0.83364433,-0.85175806,factor_2,claude_3.7_sonnet:3230:207:fwd,207,claude_3.7_sonnet:3230:207,3230,claude_3.7_sonnet,fwd,easy,A,5.5972238,5.595892,-14.406182,7.5297155
gemini_2.5_flash:2870:313:bwd,-4.8593016,-3.4452062,4.8593016,-2.6084323,-3.0999892,factor_2,gemini_2.5_flash:2870:313:bwd,894,gemini_2.5_flash:2870:313,2870,gemini_2.5_flash,bwd,hard,B,11.863763,11.858748,-26.688353,19.797941
gemini_2.5_flash:abc373_c:403:bwd,-4.8610425,-3.446947,4.8610425,-2.4322336,-1.8576801,factor_1,gemini_2.5_flash:abc373_c:403:bwd,984,gemini_2.5_flash:abc373_c:403,abc373_c,gemini_2.5_flash,bwd,hard,B,9.982566,9.978563,-23.004932,16.111038
gemini_2.5_flash:abc372_f:224:bwd,-4.883676,-3.4695807,4.883676,1.7124269,-4.2073703,factor_2,gemini_2.5_flash:abc372_f:224:bwd,805,gemini_2.5_flash:abc372_f:224,abc372_f,gemini_2.5_flash,bwd,medium,B,6.758288,6.7561755,-16.711685,9.772524
gemini_2.5_flash:3805:130:fwd,-4.883918,-3.4698224,4.883918,0.76602244,3.759869,factor_2,gemini_2.5_flash:3805:130:fwd,711,gemini_2.5_flash:3805:130,3805,gemini_2.5_flash,fwd,hard,A,1.6570797,1.6607796,-6.724951,-0.21469426
claude_4_sonnet:abc395_f:260:fwd,-4.8983107,-3.4842153,4.8983107,2.0079286,0.025009317,factor_1,claude_4_sonnet:abc395_f:260:fwd,2078,claude_4_sonnet:abc395_f:260,abc395_f,claude_4_sonnet,fwd,medium,A,2.5988982,2.600526,-8.581246,1.6128159
gemini_2.5_flash_lite:3675:132:fwd,-4.9037304,-3.489635,4.9037304,4.9670773,0.98476297,factor_1,gemini_2.5_flash_lite:3675:132:fwd,1143,gemini_2.5_flash_lite:3675:132,3675,gemini_2.5_flash_lite,fwd,easy,A,1.846669,1.849819,-7.11528,0.13601017
gemini_2.5_flash:2837:5:bwd,-4.908292,-3.4941964,4.908292,-3.130924,-1.4237098,factor_1,gemini_2.5_flash:2837:5:bwd,586,gemini_2.5_flash:2837:5,2837,gemini_2.5_flash,bwd,hard,B,10.674098,10.669719,-24.406845,17.418453
qwen3_235b:3244:22:fwd,-4.909883,-3.4957876,4.909883,2.0134764,0.024377432,factor_1,qwen3_235b:3244:22:fwd,1422,qwen3_235b:3244:22,3244,qwen3_235b,fwd,easy,A,2.607084,2.608699,-8.608838,1.6172628
gemini_2.5_flash_lite:abc376_b:315:fwd,-4.9117827,-3.4976873,4.9117827,3.164944,6.646941,factor_2,gemini_2.5_flash_lite:abc376_b:315:fwd,1326,gemini_2.5_flash_lite:abc376_b:315,abc376_b,gemini_2.5_flash_lite,fwd,medium,A,4.769302,4.7685947,-12.844133,5.8487587
claude_3.7_sonnet:3174:20:bwd,-4.913852,-3.4997568,4.913852,-3.4649653,-2.9548721,factor_1,claude_3.7_sonnet:3174:20:bwd,20,claude_3.7_sonnet:3174:20,3174,claude_3.7_sonnet,bwd,easy,B,12.810793,12.805281,-28.598106,21.598595
claude_4_sonnet:3460:65:bwd,-4.914478,-3.5003824,4.914478,-0.90353,-0.06473557,factor_1,claude_4_sonnet:3460:65:bwd,1883,claude_4_sonnet:3460:65,3460,claude_4_sonnet,bwd,hard,B,1.1950793,1.2007263,-5.853806,-1.1469588
gemini_2.5_pro:3487:24:fwd,-4.916191,-3.5020957,4.916191,1.9101737,0.07668292,factor_1,gemini_2.5_pro:3487:24:fwd,349,gemini_2.5_pro:3487:24,3487,gemini_2.5_pro,fwd,medium,A,2.5791519,2.580811,-8.560486,1.556294
gemini_2.5_pro:abc342_e:228:bwd,-4.916883,-3.5027876,4.916883,-2.8709462,-2.7566755,factor_1,gemini_2.5_pro:abc342_e:228:bwd,553,gemini_2.5_pro:abc342_e:228,abc342_e,gemini_2.5_pro,bwd,hard,B,12.616388,12.610978,-28.220306,21.21473
gemini_2.5_flash:abc331_e:170:bwd,-4.923214,-3.5091186,4.923214,-2.6511848,-2.7863626,factor_2,gemini_2.5_flash:abc331_e:170:bwd,751,gemini_2.5_flash:abc331_e:170,abc331_e,gemini_2.5_flash,bwd,medium,B,12.044374,12.039264,-27.106077,20.08784
claude_3.7_sonnet:3430:223:bwd,-4.92475,-3.5106544,4.92475,-2.6028566,-3.8583755,factor_2,claude_3.7_sonnet:3430:223:bwd,223,claude_3.7_sonnet:3430:223,3430,claude_3.7_sonnet,bwd,easy,B,12.410189,12.404886,-27.824232,20.802923
claude_4_opus:3193:18:fwd,-4.926083,-3.5119877,4.926083,0.74779236,-0.77169096,factor_2,claude_4_opus:3193:18:fwd,1636,claude_4_opus:3193:18,3193,claude_4_opus,fwd,easy,A,5.7554836,5.75404,-14.789906,7.76593
claude_4_opus:3583:52:fwd,-4.9346337,-3.5205383,4.9346337,4.7401986,1.007588,factor_1,claude_4_opus:3583:52:fwd,1670,claude_4_opus:3583:52,3583,claude_4_opus,fwd,easy,A,1.8183124,1.8215386,-7.090754,0.049677372
gemini_2.5_pro:3552:32:fwd,-4.937715,-3.5236197,4.937715,0.8142629,-0.83305854,factor_2,gemini_2.5_pro:3552:32:fwd,357,gemini_2.5_pro:3552:32,3552,gemini_2.5_pro,fwd,easy,A,5.8276033,5.8261094,-14.942794,7.8955545
claude_3.7_sonnet:2827:188:fwd,-4.946202,-3.5321064,4.946202,5.7115893,5.0231147,factor_1,claude_3.7_sonnet:2827:188:fwd,188,claude_3.7_sonnet:2827:188,2827,claude_3.7_sonnet,fwd,easy,A,7.7666545,7.7639194,-18.74939,11.685176
claude_3.7_sonnet:abc352_c:132:bwd,-4.952954,-3.5388584,4.952954,-2.6830747,-1.4950582,factor_1,claude_3.7_sonnet:abc352_c:132:bwd,132,claude_3.7_sonnet:abc352_c:132,abc352_c,claude_3.7_sonnet,bwd,easy,B,10.840467,10.835999,-24.777416,17.6997
gemini_2.5_flash_lite:abc378_f:325:bwd,-4.9566617,-3.5425663,4.9566617,-0.28055495,-4.3113337,factor_2,gemini_2.5_flash_lite:abc378_f:325:bwd,1336,gemini_2.5_flash_lite:abc378_f:325,abc378_f,gemini_2.5_flash_lite,bwd,hard,B,7.737663,7.734945,-18.703058,11.617926
gemini_2.5_flash_lite:abc347_e:253:bwd,-4.9567037,-3.5426083,4.9567037,-0.15856284,-5.0701065,factor_2,gemini_2.5_flash_lite:abc347_e:253:bwd,1264,gemini_2.5_flash_lite:abc347_e:253,abc347_e,gemini_2.5_flash_lite,bwd,easy,B,11.065494,11.060904,-25.22198,18.136763
claude_4_opus:3631:56:bwd,-4.9572487,-3.5431533,4.9572487,-3.6159055,1.1271024,factor_1,claude_4_opus:3631:56:bwd,1674,claude_4_opus:3631:56,3631,claude_4_opus,bwd,hard,B,5.709191,5.70778,-14.730402,7.644096
gemini_2.5_flash_lite:abc383_e:342:fwd,-4.9624333,-3.548338,4.9624333,0.783639,3.8873842,factor_2,gemini_2.5_flash_lite:abc383_e:342:fwd,1353,gemini_2.5_flash_lite:abc383_e:342,abc383_e,gemini_2.5_flash_lite,fwd,medium,A,1.6785337,1.6821662,-6.8453836,-0.251292
claude_3.7_sonnet:abc367_e:144:fwd,-4.9637737,-3.5496783,4.9637737,0.77575994,3.8277707,factor_2,claude_3.7_sonnet:abc367_e:144:fwd,144,claude_3.7_sonnet:abc367_e:144,abc367_e,claude_3.7_sonnet,fwd,medium,A,1.6715165,1.6751709,-6.8330135,-0.26634336
gemini_2.5_flash:3720:105:bwd,-4.9681606,-3.5540652,4.9681606,-0.41049877,-3.5820875,factor_2,gemini_2.5_flash:3720:105:bwd,686,gemini_2.5_flash:3720:105,3720,gemini_2.5_flash,bwd,hard,B,5.365125,5.363961,-14.067429,6.9592986
claude_4_sonnet:3573:80:fwd,-4.9695816,-3.5554862,4.9695816,8.095622,-1.8971189,factor_1,claude_4_sonnet:3573:80:fwd,1898,claude_4_sonnet:3573:80,3573,claude_4_sonnet,fwd,medium,A,6.3835864,6.3817167,-16.063652,8.952679
gemini_2.5_pro:3771:68:fwd,-4.969819,-3.5557237,4.969819,2.0070784,0.039025642,factor_1,gemini_2.5_pro:3771:68:fwd,393,gemini_2.5_pro:3771:68,3771,gemini_2.5_pro,fwd,hard,A,2.6428971,2.6444564,-8.738858,1.6274109
gemini_2.5_flash_lite:1883_C:1:bwd,-4.97342,-3.5593247,4.97342,-0.37986428,-3.7632856,factor_2,gemini_2.5_flash_lite:1883_C:1:bwd,1012,gemini_2.5_flash_lite:1883_C:1,1883_C,gemini_2.5_flash_lite,bwd,medium,B,5.8873744,5.8858395,-15.09557,7.9769206
gemini_2.5_pro:abc361_d:115:bwd,-4.9737,-3.5596046,4.9737,-3.6663132,1.1349962,factor_1,gemini_2.5_pro:abc361_d:115:bwd,440,gemini_2.5_pro:abc361_d:115,abc361_d,gemini_2.5_pro,bwd,medium,B,5.7895126,5.7880454,-14.904174,7.7849646
claude_4_sonnet:3306:46:fwd,-4.98101,-3.5669146,4.98101,1.9810888,0.055137463,factor_1,claude_4_sonnet:3306:46:fwd,1864,claude_4_sonnet:3306:46,3306,claude_4_sonnet,fwd,easy,A,2.6427069,2.6442664,-8.749677,1.6158476
qwen3_235b:abc388_g:190:bwd,-4.987052,-3.5729566,4.987052,-0.9526708,-1.5838753,factor_2,qwen3_235b:abc388_g:190:bwd,1590,qwen3_235b:abc388_g:190,abc388_g,qwen3_235b,bwd,hard,B,1.7382658,1.7417179,-6.986724,-0.15918946
claude_4_opus:abc307_d:94:fwd,-4.9920416,-3.5779462,4.9920416,1.9938052,0.052642114,factor_1,claude_4_opus:abc307_d:94:fwd,1712,claude_4_opus:abc307_d:94,abc307_d,claude_4_opus,fwd,medium,A,2.6531677,2.6547112,-8.78118,1.625288
qwen3_235b:abc351_e:142:bwd,-4.992432,-3.5783367,4.992432,-2.4495785,-2.771725,factor_2,qwen3_235b:abc351_e:142:bwd,1542,qwen3_235b:abc351_e:142,abc351_e,qwen3_235b,bwd,easy,B,10.705192,10.700795,-24.551895,17.395222
claude_4_opus:abc311_e:101:fwd,-4.9947605,-3.580665,4.9947605,0.96312875,-0.98287445,factor_2,claude_4_opus:abc311_e:101:fwd,1719,claude_4_opus:abc311_e:101,abc311_e,claude_4_opus,fwd,easy,A,6.0560646,6.054414,-15.447317,8.285986
claude_3.7_sonnet:abc361_c:138:bwd,-5.004842,-3.5907464,5.004842,1.8008537,-4.3488784,factor_2,claude_3.7_sonnet:abc361_c:138:bwd,138,claude_3.7_sonnet:abc361_c:138,abc361_c,claude_3.7_sonnet,bwd,easy,B,7.319204,7.3167396,-17.931557,10.750063
qwen3_235b:1899_A:1:bwd,-5.0100064,-3.595911,5.0100064,-2.6610632,-2.9502437,factor_2,qwen3_235b:1899_A:1:bwd,1401,qwen3_235b:1899_A:1,1899_A,qwen3_235b,bwd,hard,B,12.539958,12.534587,-28.163702,20.97188
claude_4_opus:abc303_c:87:bwd,-5.014863,-3.6007676,5.014863,-0.9540224,-1.5671238,factor_2,claude_4_opus:abc303_c:87:bwd,1705,claude_4_opus:abc303_c:87,abc303_c,claude_4_opus,bwd,easy,B,1.7398007,1.7432485,-7.0175347,-0.18400049
