item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,pair_id,question_id,split,ordering,difficulty_meta,gold,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
claude_4_sonnet:abc358_d:203:fwd,-7.036105,-5.4003534,7.036105,-1.5599803,factor_1,claude_4_sonnet:abc358_d:203:fwd,2021,claude_4_sonnet:abc358_d:203,abc358_d,claude_4_sonnet,fwd,medium,A,3.191606,3.191173,-11.655052,0.8543458
gemini_2.5_flash_lite:abc362_e:283:fwd,-7.0430775,-5.4073257,7.0430775,-3.1392121,factor_1,gemini_2.5_flash_lite:abc362_e:283:fwd,1294,gemini_2.5_flash_lite:abc362_e:283,abc362_e,gemini_2.5_flash_lite,fwd,easy,A,1.4293158,1.4310571,-8.212198,-2.6024537
claude_4_sonnet:3634:90:fwd,-7.053906,-5.4181542,7.053906,-1.5626644,factor_1,claude_4_sonnet:3634:90:fwd,1908,claude_4_sonnet:3634:90,3634,claude_4_sonnet,fwd,easy,A,3.2052605,3.2048163,-11.6995945,0.863286
claude_4_opus:2833:4:bwd,-7.059367,-5.4236155,7.059367,2.6726236,factor_1,claude_4_opus:2833:4:bwd,1622,claude_4_opus:2833:4,2833,claude_4_opus,bwd,easy,B,4.640536,4.639075,-14.516202,3.668971
claude_3.7_sonnet:abc364_c:143:bwd,-7.084155,-5.4484034,7.084155,2.6661525,factor_1,claude_3.7_sonnet:abc364_c:143:bwd,143,claude_3.7_sonnet:abc364_c:143,abc364_c,claude_3.7_sonnet,bwd,easy,B,4.6714935,4.670013,-14.601629,3.7048225
gemini_2.5_flash_lite:abc379_g:329:bwd,-7.084162,-5.4484105,7.084162,2.6825843,factor_1,gemini_2.5_flash_lite:abc379_g:329:bwd,1340,gemini_2.5_flash_lite:abc379_g:329,abc379_g,gemini_2.5_flash_lite,bwd,medium,B,4.6707277,4.6692476,-14.600136,3.7033153
claude_4_opus:abc328_d:119:fwd,-7.0953536,-5.459602,7.0953536,-3.1593854,factor_1,claude_4_opus:abc328_d:119:fwd,1737,claude_4_opus:abc328_d:119,abc328_d,claude_4_opus,fwd,hard,A,1.4340011,1.4357322,-8.273637,-2.6455667
gemini_2.5_pro:abc386_f:155:fwd,-7.1367226,-5.500971,7.1367226,-1.5812917,factor_1,gemini_2.5_pro:abc386_f:155:fwd,480,gemini_2.5_pro:abc386_f:155,abc386_f,gemini_2.5_pro,fwd,easy,A,3.270297,3.2698004,-11.9097805,0.90783834
claude_4_sonnet:arc186_d:275:fwd,-7.138705,-5.502953,7.138705,-6.4810843,factor_1,claude_4_sonnet:arc186_d:275:fwd,2093,claude_4_sonnet:arc186_d:275,arc186_d,claude_4_sonnet,fwd,hard,A,3.242438,3.2419639,-11.857203,0.8512964
gemini_2.5_flash:3263:332:fwd,-7.138834,-5.5030823,7.138834,-1.581393,factor_1,gemini_2.5_flash:3263:332:fwd,913,gemini_2.5_flash:3263:332,3263,gemini_2.5_flash,fwd,medium,A,3.2719276,3.2714298,-11.915085,0.9089203
gemini_2.5_pro:3754:64:bwd,-7.1414437,-5.505692,7.1414437,1.0456183,factor_1,gemini_2.5_pro:3754:64:bwd,389,gemini_2.5_pro:3754:64,3754,gemini_2.5_pro,bwd,easy,B,3.1390355,3.1386456,-11.657438,0.6460538
gemini_2.5_pro:arc194_e:200:bwd,-7.158386,-5.5226345,7.158386,1.0474894,factor_1,gemini_2.5_pro:arc194_e:200:bwd,525,gemini_2.5_pro:arc194_e:200,arc194_e,gemini_2.5_pro,bwd,medium,B,3.1489182,3.1485202,-11.693734,0.64846516
gemini_2.5_flash_lite:3328:60:fwd,-7.1673856,-5.531634,7.1673856,-6.50478,factor_1,gemini_2.5_flash_lite:3328:60:fwd,1071,gemini_2.5_flash_lite:3328:60,3328,gemini_2.5_flash_lite,fwd,hard,A,3.2598886,3.2594004,-11.920059,0.856791
claude_4_opus:abc370_e:155:bwd,-7.169701,-5.5339494,7.169701,-0.01588277,factor_1,claude_4_opus:abc370_e:155:bwd,1773,claude_4_opus:abc370_e:155,abc370_e,claude_4_opus,bwd,easy,B,12.0415,12.036061,-29.12463,18.056732
claude_3.7_sonnet:abc358_d:135:fwd,-7.1744866,-5.538735,7.1744866,-3.2026203,factor_1,claude_3.7_sonnet:abc358_d:135:fwd,135,claude_3.7_sonnet:abc358_d:135,abc358_d,claude_3.7_sonnet,fwd,easy,A,1.4397624,1.4414811,-8.364038,-2.7134318
qwen3_235b:abc331_d:125:fwd,-7.1775713,-5.5418196,7.1775713,-6.5067906,factor_1,qwen3_235b:abc331_d:125:fwd,1525,qwen3_235b:abc331_d:125,abc331_d,qwen3_235b,fwd,easy,A,3.2627342,3.2622437,-11.935818,0.8521781
claude_4_opus:abc318_e:108:fwd,-7.177909,-5.542157,7.177909,-6.508513,factor_1,claude_4_opus:abc318_e:108:fwd,1726,claude_4_opus:abc318_e:108,abc318_e,claude_4_opus,fwd,medium,A,3.2637076,3.2632163,-11.938061,0.8537469
claude_3.7_sonnet:abc386_c:161:fwd,-7.17866,-5.542908,7.17866,-6.5008655,factor_1,claude_3.7_sonnet:abc386_c:161:fwd,161,claude_3.7_sonnet:abc386_c:161,abc386_c,claude_3.7_sonnet,fwd,hard,A,3.2597275,3.2592392,-11.931017,0.84520054
qwen3_235b:abc385_c:181:fwd,-7.1981764,-5.5624247,7.1981764,-6.503004,factor_1,qwen3_235b:abc385_c:181:fwd,1581,qwen3_235b:abc385_c:181,abc385_c,qwen3_235b,fwd,medium,A,3.263866,3.2633743,-11.958639,0.83378935
claude_4_opus:abc359_c:146:fwd,-7.2086387,-5.572887,7.2086387,-1.5963,factor_1,claude_4_opus:abc359_c:146:fwd,1764,claude_4_opus:abc359_c:146,abc359_c,claude_4_opus,fwd,easy,A,3.3277042,3.327162,-12.094125,0.9483509
claude_3.7_sonnet:3199:203:bwd,-7.2139254,-5.5781736,7.2139254,1.0550785,factor_1,claude_3.7_sonnet:3199:203:bwd,203,claude_3.7_sonnet:3199:203,3199,claude_3.7_sonnet,bwd,easy,B,3.1822724,3.181847,-11.814594,0.658247
gemini_2.5_flash:abc332_d:171:bwd,-7.226565,-5.590813,7.226565,7.2444453,factor_1,gemini_2.5_flash:abc332_d:171:bwd,752,gemini_2.5_flash:abc332_d:171,abc332_d,gemini_2.5_flash,bwd,medium,B,2.6563406,2.6563807,-10.797319,-0.3843069
qwen3_235b:3783:99:fwd,-7.2482586,-5.612507,7.2482586,-6.5477147,factor_1,qwen3_235b:3783:99:fwd,1499,qwen3_235b:3783:99,3783,qwen3_235b,fwd,medium,A,3.2965345,3.296017,-12.0727005,0.8476863
gemini_2.5_flash:abc396_f:280:bwd,-7.2490354,-5.6132836,7.2490354,7.300047,factor_1,gemini_2.5_flash:abc396_f:280:bwd,861,gemini_2.5_flash:abc396_f:280,abc396_f,gemini_2.5_flash,bwd,hard,B,2.671986,2.6720111,-10.850426,-0.37614155
claude_4_sonnet:3383:52:fwd,-7.249552,-5.6138,7.249552,-3.2289035,factor_1,claude_4_sonnet:3383:52:fwd,1870,claude_4_sonnet:3383:52,3383,claude_4_sonnet,fwd,easy,A,1.4468325,1.4485363,-8.452931,-2.774669
gemini_2.5_flash_lite:3423:77:bwd,-7.250701,-5.614949,7.250701,2.7391448,factor_1,gemini_2.5_flash_lite:3423:77:bwd,1088,gemini_2.5_flash_lite:3423:77,3423,gemini_2.5_flash_lite,bwd,medium,B,4.8803434,4.8787317,-15.177263,3.9473648
gemini_2.5_flash_lite:abc344_c:246:fwd,-7.2553115,-5.61956,7.2553115,-6.5314326,factor_1,gemini_2.5_flash_lite:abc344_c:246:fwd,1257,gemini_2.5_flash_lite:abc344_c:246,abc344_c,gemini_2.5_flash_lite,fwd,medium,A,3.289105,3.2885933,-12.065203,0.8260832
claude_4_sonnet:3682:101:fwd,-7.273799,-5.638047,7.273799,-0.015405342,factor_1,claude_4_sonnet:3682:101:fwd,1919,claude_4_sonnet:3682:101,3682,claude_4_sonnet,fwd,easy,A,12.683575,12.6778145,-30.486565,19.210468
gemini_2.5_pro:abc320_c:224:bwd,-7.278292,-5.6425405,7.278292,1.0640409,factor_1,gemini_2.5_pro:abc320_c:224:bwd,549,gemini_2.5_pro:abc320_c:224,abc320_c,gemini_2.5_pro,bwd,easy,B,3.2214599,3.2210026,-11.955706,0.67062473
gemini_2.5_pro:abc364_c:118:bwd,-7.2824597,-5.646708,7.2824597,1.0646813,factor_1,gemini_2.5_pro:abc364_c:118:bwd,443,gemini_2.5_pro:abc364_c:118,abc364_c,gemini_2.5_pro,bwd,easy,B,3.2240443,3.223585,-11.964934,0.6715183
gemini_2.5_flash:3209:24:fwd,-7.287902,-5.65215,7.287902,-6.5537844,factor_1,gemini_2.5_flash:3209:24:fwd,605,gemini_2.5_flash:3209:24,3209,gemini_2.5_flash,fwd,medium,A,3.3051927,3.3046684,-12.129301,0.8250003
gemini_2.5_flash:abc335_d:175:bwd,-7.3041615,-5.66841,7.3041615,2.7489102,factor_1,gemini_2.5_flash:abc335_d:175:bwd,756,gemini_2.5_flash:abc335_d:175,abc335_d,gemini_2.5_flash,bwd,medium,B,4.950412,4.9487567,-15.367973,4.031153
gemini_2.5_flash:arc189_b:297:bwd,-7.307168,-5.6714163,7.307168,2.7490718,factor_1,gemini_2.5_flash:arc189_b:297:bwd,878,gemini_2.5_flash:arc189_b:297,arc189_b,gemini_2.5_flash,bwd,hard,B,4.9543543,4.952697,-15.378702,4.0358696
claude_4_sonnet:3196:34:bwd,-7.3106003,-5.6748486,7.3106003,2.7445757,factor_1,claude_4_sonnet:3196:34:bwd,1852,claude_4_sonnet:3196:34,3196,claude_4_sonnet,bwd,easy,B,4.958791,4.9571304,-15.390824,4.041127
claude_4_opus:3563:50:fwd,-7.3163557,-5.680604,7.3163557,-1.6159631,factor_1,claude_4_opus:3563:50:fwd,1668,claude_4_opus:3563:50,3563,claude_4_opus,fwd,hard,A,3.4150765,3.4144661,-12.372957,1.0117497
qwen3_235b:abc385_e:182:fwd,-7.317779,-5.6820273,7.317779,-6.6357164,factor_1,qwen3_235b:abc385_e:182:fwd,1582,qwen3_235b:abc385_e:182,abc385_e,qwen3_235b,fwd,medium,A,3.356742,3.3561769,-12.260134,0.89607954
gemini_2.5_flash:3532:63:bwd,-7.319047,-5.6832952,7.319047,2.7550352,factor_1,gemini_2.5_flash:3532:63:bwd,644,gemini_2.5_flash:3532:63,3532,gemini_2.5_flash,bwd,medium,B,4.969836,4.968169,-15.420907,4.0543165
qwen3_235b:abc380_e:169:fwd,-7.32168,-5.6859283,7.32168,-3.2679963,factor_1,qwen3_235b:abc380_e:169:fwd,1569,qwen3_235b:abc380_e:169,abc380_e,qwen3_235b,fwd,easy,A,1.4522136,1.4539059,-8.5355835,-2.8362727
gemini_2.5_flash:abc363_e:392:bwd,-7.325214,-5.689462,7.325214,2.7613556,factor_1,gemini_2.5_flash:abc363_e:392:bwd,973,gemini_2.5_flash:abc363_e:392,abc363_e,gemini_2.5_flash,bwd,medium,B,4.977611,4.9759393,-15.442303,4.063379
gemini_2.5_flash_lite:abc383_c:340:bwd,-7.331685,-5.6959333,7.331685,2.7644463,factor_1,gemini_2.5_flash_lite:abc383_c:340:bwd,1351,gemini_2.5_flash_lite:abc383_c:340,abc383_c,gemini_2.5_flash_lite,bwd,medium,B,4.986032,4.984355,-15.465269,4.0734024
gemini_2.5_pro:abc396_e:172:fwd,-7.3350735,-5.6993217,7.3350735,-6.6836715,factor_1,gemini_2.5_pro:abc396_e:172:fwd,497,gemini_2.5_pro:abc396_e:172,abc396_e,gemini_2.5_pro,fwd,medium,A,3.3845694,3.3839827,-12.331928,0.9332843
claude_4_opus:abc379_f:165:fwd,-7.3353252,-5.6995735,7.3353252,-6.6429105,factor_1,claude_4_opus:abc379_f:165:fwd,1783,claude_4_opus:abc379_f:165,abc379_f,claude_4_opus,fwd,hard,A,3.3639233,3.3633528,-12.291745,0.89259815
claude_4_opus:abc333_d:125:fwd,-7.3556504,-5.7198987,7.3556504,-6.661792,factor_1,claude_4_opus:abc333_d:125:fwd,1743,claude_4_opus:abc333_d:125,abc333_d,claude_4_opus,fwd,medium,A,3.3779433,3.3773618,-12.339528,0.8997307
gemini_2.5_flash:abc387_c:260:fwd,-7.3611016,-5.72535,7.3611016,-6.7874746,factor_1,gemini_2.5_flash:abc387_c:260:fwd,841,gemini_2.5_flash:abc387_c:260,abc387_c,gemini_2.5_flash,fwd,hard,A,3.4345083,3.4338832,-12.455761,1.0050611
claude_4_sonnet:3571:79:fwd,-7.365784,-5.7300324,7.365784,-1.631269,factor_1,claude_4_sonnet:3571:79:fwd,1897,claude_4_sonnet:3571:79,3571,claude_4_sonnet,fwd,easy,A,3.4569716,3.456329,-12.504437,1.0443726
gemini_2.5_flash:3655:90:fwd,-7.3761435,-5.7403917,7.3761435,-6.701523,factor_1,gemini_2.5_flash:3655:90:fwd,671,gemini_2.5_flash:3655:90,3655,gemini_2.5_flash,fwd,medium,A,3.4029717,3.4023707,-12.409039,0.9282551
gemini_2.5_flash_lite:abc372_e:309:fwd,-7.382495,-5.746743,7.382495,-6.630486,factor_1,gemini_2.5_flash_lite:abc372_e:309:fwd,1320,gemini_2.5_flash_lite:abc372_e:309,abc372_e,gemini_2.5_flash_lite,fwd,easy,A,3.3634472,3.362877,-12.337982,0.8444958
gemini_2.5_flash_lite:3765:160:bwd,-7.3865867,-5.750835,7.3865867,7.5045767,factor_1,gemini_2.5_flash_lite:3765:160:bwd,1171,gemini_2.5_flash_lite:3765:160,3765,gemini_2.5_flash_lite,bwd,easy,B,2.7368088,2.7367723,-11.114908,-0.3867612
qwen3_235b:abc309_e:113:fwd,-7.397476,-5.7617245,7.397476,-6.809772,factor_1,qwen3_235b:abc309_e:113:fwd,1513,qwen3_235b:abc309_e:113,abc309_e,qwen3_235b,fwd,hard,A,3.4555538,3.4549124,-12.533353,1.0099039
qwen3_235b:abc386_f:186:bwd,-7.3993254,-5.7635736,7.3993254,7.4067564,factor_1,qwen3_235b:abc386_f:186:bwd,1586,qwen3_235b:abc386_f:186,abc386_f,qwen3_235b,bwd,hard,B,2.7210248,2.721003,-11.09674,-0.43040752
gemini_2.5_flash:abc382_b:245:fwd,-7.403342,-5.76759,7.403342,-6.639493,factor_1,gemini_2.5_flash:abc382_b:245:fwd,826,gemini_2.5_flash:abc382_b:245,abc382_b,gemini_2.5_flash,fwd,easy,A,3.3713317,3.3707552,-12.37427,0.83909035
gemini_2.5_flash_lite:3702:144:bwd,-7.4082975,-5.772546,7.4082975,2.7805834,factor_1,gemini_2.5_flash_lite:3702:144:bwd,1155,gemini_2.5_flash_lite:3702:144,3702,gemini_2.5_flash_lite,bwd,medium,B,5.088366,5.0866265,-15.742334,4.1972427
claude_4_sonnet:3244:39:fwd,-7.4125695,-5.776818,7.4125695,-1.6407179,factor_1,claude_4_sonnet:3244:39:fwd,1857,claude_4_sonnet:3244:39,3244,claude_4_sonnet,fwd,hard,A,3.4963048,3.4956324,-12.628258,1.0746217
claude_4_sonnet:3701:107:bwd,-7.4150925,-5.7793407,7.4150925,1.083368,factor_1,claude_4_sonnet:3701:107:bwd,1925,claude_4_sonnet:3701:107,3701,claude_4_sonnet,bwd,hard,B,3.3065128,3.3059874,-12.259076,0.70039463
claude_3.7_sonnet:abc390_e:312:bwd,-7.4274015,-5.79165,7.4274015,1.0844539,factor_1,claude_3.7_sonnet:abc390_e:312:bwd,312,claude_3.7_sonnet:abc390_e:312,abc390_e,claude_3.7_sonnet,bwd,easy,B,3.3139699,3.3134387,-12.28599,0.7026901
qwen3_235b:abc349_e:139:fwd,-7.427406,-5.791654,7.427406,-6.596602,factor_1,qwen3_235b:abc349_e:139:fwd,1539,qwen3_235b:abc349_e:139,abc349_e,qwen3_235b,fwd,medium,A,3.3420665,3.3415132,-12.341021,0.7577119
claude_4_opus:arc184_e:190:bwd,-7.431438,-5.7956862,7.431438,1.0853376,factor_1,claude_4_opus:arc184_e:190:bwd,1808,claude_4_opus:arc184_e:190,arc184_e,claude_4_opus,bwd,hard,B,3.316671,3.3161376,-12.295316,0.70394325
gemini_2.5_flash:3657:91:bwd,-7.4390974,-5.8033457,7.4390974,7.4273477,factor_1,gemini_2.5_flash:3657:91:bwd,672,gemini_2.5_flash:3657:91,3657,gemini_2.5_flash,bwd,hard,B,2.732134,2.732102,-11.158266,-0.44842577
claude_4_sonnet:3750:113:fwd,-7.4421153,-5.8063636,7.4421153,-1.6470397,factor_1,claude_4_sonnet:3750:113:fwd,1931,claude_4_sonnet:3750:113,3750,claude_4_sonnet,fwd,easy,A,3.52142,3.5207286,-12.706991,1.0942645
gemini_2.5_pro:abc381_d:147:fwd,-7.4444265,-5.808675,7.4444265,-1.6479181,factor_1,gemini_2.5_pro:abc381_d:147:fwd,472,gemini_2.5_pro:abc381_d:147,abc381_d,gemini_2.5_pro,fwd,easy,A,3.5234368,3.522744,-12.713253,1.0959034
claude_3.7_sonnet:abc365_d:295:bwd,-7.448066,-5.8123145,7.448066,1.0871725,factor_1,claude_3.7_sonnet:abc365_d:295:bwd,295,claude_3.7_sonnet:abc365_d:295,abc365_d,claude_3.7_sonnet,bwd,easy,B,3.3269534,3.326412,-12.332083,0.70745325
gemini_2.5_flash:3552:68:fwd,-7.4499364,-5.8141847,7.4499364,-1.6481214,factor_1,gemini_2.5_flash:3552:68:fwd,649,gemini_2.5_flash:3552:68,3552,gemini_2.5_flash,fwd,easy,A,3.528018,3.5273213,-12.727735,1.0993652
gemini_2.5_flash_lite:arc194_b:387:bwd,-7.45426,-5.818508,7.45426,2.8006465,factor_1,gemini_2.5_flash_lite:arc194_b:387:bwd,1398,gemini_2.5_flash_lite:arc194_b:387,arc194_b,gemini_2.5_flash_lite,bwd,easy,B,5.150418,5.1486406,-15.909844,4.272828
gemini_2.5_flash:3560:350:fwd,-7.455934,-5.8201823,7.455934,-6.706994,factor_1,gemini_2.5_flash:3560:350:fwd,931,gemini_2.5_flash:3560:350,3560,gemini_2.5_flash,fwd,hard,A,3.4202452,3.4196308,-12.522659,0.8822942
gemini_2.5_flash:abc372_e:223:bwd,-7.4563823,-5.8206306,7.4563823,2.797131,factor_1,gemini_2.5_flash:abc372_e:223:bwd,804,gemini_2.5_flash:abc372_e:223,abc372_e,gemini_2.5_flash,bwd,easy,B,5.1533594,5.1515803,-15.917728,4.276467
gemini_2.5_flash:3363:41:bwd,-7.4565067,-5.820755,7.4565067,2.8031342,factor_1,gemini_2.5_flash:3363:41:bwd,622,gemini_2.5_flash:3363:41,3363,gemini_2.5_flash,bwd,easy,B,5.1533875,5.1516085,-15.917908,4.2763977
qwen3_235b:abc340_e:131:bwd,-7.467227,-5.8314753,7.467227,2.805177,factor_1,qwen3_235b:abc340_e:131:bwd,1531,qwen3_235b:abc340_e:131,abc340_e,qwen3_235b,bwd,hard,B,5.16809,5.1663017,-15.957427,4.2944765
claude_3.7_sonnet:1883_B:1:fwd,-7.46793,-5.832178,7.46793,-6.775958,factor_1,claude_3.7_sonnet:1883_B:1:fwd,1,claude_3.7_sonnet:1883_B:1,1883_B,claude_3.7_sonnet,fwd,medium,A,3.4617097,3.4610636,-12.615863,0.9515066
gemini_2.5_pro:abc375_c:134:fwd,-7.483994,-5.8482423,7.483994,-1.6562936,factor_1,gemini_2.5_pro:abc375_c:134:fwd,459,gemini_2.5_pro:abc375_c:134,abc375_c,gemini_2.5_pro,fwd,easy,A,3.5573645,3.5566459,-12.819268,1.1227837
gemini_2.5_flash_lite:abc372_d:308:bwd,-7.4845552,-5.8488035,7.4845552,1.0922351,factor_1,gemini_2.5_flash_lite:abc372_d:308:bwd,1319,gemini_2.5_flash_lite:abc372_d:308,abc372_d,gemini_2.5_flash_lite,bwd,easy,B,3.3501303,3.3495705,-12.413961,0.71635485
claude_3.7_sonnet:abc348_d:285:fwd,-7.484924,-5.849172,7.484924,-6.753349,factor_1,claude_3.7_sonnet:abc348_d:285:fwd,285,claude_3.7_sonnet:abc348_d:285,abc348_d,claude_3.7_sonnet,fwd,medium,A,3.4525456,3.4519067,-12.614909,0.91656494
gemini_2.5_flash:3166:21:bwd,-7.4874635,-5.8517118,7.4874635,1.0925831,factor_1,gemini_2.5_flash:3166:21:bwd,602,gemini_2.5_flash:3166:21,3166,gemini_2.5_flash,bwd,easy,B,3.3519561,3.351395,-12.420446,0.7170224
claude_3.7_sonnet:abc331_c:271:bwd,-7.4913855,-5.8556337,7.4913855,2.8148715,factor_1,claude_3.7_sonnet:abc331_c:271:bwd,271,claude_3.7_sonnet:abc331_c:271,abc331_c,claude_3.7_sonnet,bwd,easy,B,5.201091,5.199283,-16.046228,4.334961
gemini_2.5_flash:3627:80:fwd,-7.4946585,-5.8589067,7.4946585,-1.657926,factor_1,gemini_2.5_flash:3627:80:fwd,661,gemini_2.5_flash:3627:80,3627,gemini_2.5_flash,fwd,easy,A,3.5664828,3.5657573,-12.847792,1.1299777
claude_3.7_sonnet:3416:45:bwd,-7.497623,-5.8618712,7.497623,1.0940468,factor_1,claude_3.7_sonnet:3416:45:bwd,45,claude_3.7_sonnet:3416:45,3416,claude_3.7_sonnet,bwd,easy,B,3.3584692,3.357903,-12.443361,0.7196188
claude_4_opus:3759:74:bwd,-7.506324,-5.870572,7.506324,2.8160057,factor_1,claude_4_opus:3759:74:bwd,1692,claude_4_opus:3759:74,3759,claude_4_opus,bwd,easy,B,5.22178,5.2199593,-16.101692,4.360548
gemini_2.5_flash:abc312_f:148:bwd,-7.5153403,-5.8795886,7.5153403,2.8273084,factor_1,gemini_2.5_flash:abc312_f:148:bwd,729,gemini_2.5_flash:abc312_f:148,abc312_f,gemini_2.5_flash,bwd,medium,B,5.2337494,5.2319217,-16.134155,4.3749785
gemini_2.5_flash_lite:3620:122:bwd,-7.5204825,-5.884731,7.5204825,2.8242831,factor_1,gemini_2.5_flash_lite:3620:122:bwd,1133,gemini_2.5_flash_lite:3620:122,3620,gemini_2.5_flash_lite,bwd,medium,B,5.241236,5.239404,-16.153963,4.384502
gemini_2.5_flash:abc325_e:373:fwd,-7.527516,-5.891764,7.527516,-3.3583124,factor_1,gemini_2.5_flash:abc325_e:373:fwd,954,gemini_2.5_flash:abc325_e:373,abc325_e,gemini_2.5_flash,fwd,easy,A,1.469986,1.471641,-8.77618,-3.0073478
claude_3.7_sonnet:abc311_d:98:fwd,-7.5291524,-5.8934007,7.5291524,-6.7739406,factor_1,claude_3.7_sonnet:abc311_d:98:fwd,98,claude_3.7_sonnet:abc311_d:98,abc311_d,claude_3.7_sonnet,fwd,medium,A,3.4718134,3.4711597,-12.696874,0.9100723
gemini_2.5_flash:abc354_d:195:bwd,-7.5330324,-5.8972807,7.5330324,1.0990412,factor_1,gemini_2.5_flash:abc354_d:195:bwd,776,gemini_2.5_flash:abc354_d:195,abc354_d,gemini_2.5_flash,bwd,easy,B,3.3812206,3.3806365,-12.523329,0.7287669
gemini_2.5_pro:3141:206:bwd,-7.5347047,-5.898953,7.5347047,1.0993577,factor_1,gemini_2.5_pro:3141:206:bwd,531,gemini_2.5_pro:3141:206,3141,gemini_2.5_pro,bwd,easy,B,3.3823335,3.3817484,-12.52718,0.7292743
gemini_2.5_flash_lite:abc384_d:343:bwd,-7.5517893,-5.9160376,7.5517893,7.49582,factor_1,gemini_2.5_flash_lite:abc384_d:343:bwd,1354,gemini_2.5_flash_lite:abc384_d:343,abc384_d,gemini_2.5_flash_lite,bwd,medium,B,2.765493,2.7654297,-11.33628,-0.49579525
gemini_2.5_flash:2730:303:bwd,-7.563495,-5.9277434,7.563495,2.847472,factor_1,gemini_2.5_flash:2730:303:bwd,884,gemini_2.5_flash:2730:303,2730,gemini_2.5_flash,bwd,easy,B,5.300238,5.298371,-16.31255,4.457063
gemini_2.5_pro:abc387_c:156:bwd,-7.580424,-5.944672,7.580424,7.517879,factor_1,gemini_2.5_pro:abc387_c:156:bwd,481,gemini_2.5_pro:abc387_c:156,abc387_c,gemini_2.5_pro,bwd,medium,B,2.7752287,2.7751565,-11.383979,-0.5053654
gemini_2.5_flash:abc361_b:389:fwd,-7.585881,-5.9501295,7.585881,-4.4286027,factor_1,gemini_2.5_flash:abc361_b:389:fwd,970,gemini_2.5_flash:abc361_b:389,abc361_b,gemini_2.5_flash,fwd,easy,A,1.4321257,1.4338609,-8.760497,-3.1397622
gemini_2.5_flash_lite:abc399_c:376:bwd,-7.5886617,-5.95291,7.5886617,1.1065794,factor_1,gemini_2.5_flash_lite:abc399_c:376:bwd,1387,gemini_2.5_flash_lite:abc399_c:376,abc399_c,gemini_2.5_flash_lite,bwd,medium,B,3.4171243,3.4165125,-12.649275,0.74345446
gemini_2.5_flash:abc367_f:216:fwd,-7.5937486,-5.957997,7.5937486,-3.3964832,factor_1,gemini_2.5_flash:abc367_f:216:fwd,797,gemini_2.5_flash:abc367_f:216,abc367_f,gemini_2.5_flash,fwd,easy,A,1.4748888,1.4765338,-8.852003,-3.0639906
gemini_2.5_flash:3382:337:bwd,-7.62285,-5.987098,7.62285,7.5502586,factor_1,gemini_2.5_flash:3382:337:bwd,918,gemini_2.5_flash:3382:337,3382,gemini_2.5_flash,bwd,medium,B,2.7895973,2.7895117,-11.454541,-0.5196552
qwen3_235b:abc368_f:155:fwd,-7.625765,-5.990013,7.625765,-6.7720966,factor_1,qwen3_235b:abc368_f:155:fwd,1555,qwen3_235b:abc368_f:155,abc368_f,qwen3_235b,fwd,easy,A,3.4778514,3.4771929,-12.805311,0.82528496
gemini_2.5_flash_lite:3607:119:bwd,-7.6260095,-5.9902577,7.6260095,2.8580313,factor_1,gemini_2.5_flash_lite:3607:119:bwd,1130,gemini_2.5_flash_lite:3607:119,3607,gemini_2.5_flash_lite,bwd,medium,B,5.3895144,5.3875937,-16.549942,4.569426
claude_3.7_sonnet:3620:67:bwd,-7.6292944,-5.9935427,7.6292944,1.1122162,factor_1,claude_3.7_sonnet:3620:67:bwd,67,claude_3.7_sonnet:3620:67,3620,claude_3.7_sonnet,bwd,easy,B,3.443669,3.4430368,-12.741895,0.7548094
gemini_2.5_pro:abc383_b:151:fwd,-7.6320148,-5.996263,7.6320148,-1.6879921,factor_1,gemini_2.5_pro:abc383_b:151:fwd,476,gemini_2.5_pro:abc383_b:151,abc383_b,gemini_2.5_pro,fwd,easy,A,3.6872377,3.6864233,-13.221653,1.2291269
claude_4_sonnet:abc380_f:240:fwd,-7.6363626,-6.000611,7.6363626,-6.835572,factor_1,claude_4_sonnet:abc380_f:240:fwd,2058,claude_4_sonnet:abc380_f:240,abc380_f,claude_4_sonnet,fwd,hard,A,3.5250022,3.5243082,-12.908255,0.90703344
gemini_2.5_flash_lite:abc321_e:210:bwd,-7.638118,-6.002366,7.638118,7.5946436,factor_1,gemini_2.5_flash_lite:abc321_e:210:bwd,1221,gemini_2.5_flash_lite:abc321_e:210,abc321_e,gemini_2.5_flash_lite,bwd,medium,B,2.8044422,2.804343,-11.4988785,-0.50585365
gemini_2.5_flash:abc399_c:424:bwd,-7.639764,-6.004012,7.639764,7.7949476,factor_1,gemini_2.5_flash:abc399_c:424:bwd,1005,gemini_2.5_flash:abc399_c:424,abc399_c,gemini_2.5_flash,bwd,easy,B,2.8430424,2.842908,-11.576112,-0.43191242
gemini_2.5_flash:abc377_f:234:bwd,-7.639995,-6.0042434,7.639995,7.6101046,factor_1,gemini_2.5_flash:abc377_f:234:bwd,815,gemini_2.5_flash:abc377_f:234,abc377_f,gemini_2.5_flash,bwd,easy,B,2.8089507,2.8088474,-11.509584,-0.49890232
